GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
39.969,0.994,-1.57,6.599,3.467,2,0.935,6
40.688,0.984,-1.863,6.306,3.547,2,0.924,6
39.875,0.939,-1.698,5.214,3.799,2,0.913,6
46.813,0.857,-0.436,4.88,4.273,2,0.902,6
51.281,0.809,3.982,9.982,3.356,2,0.891,5
67.188,0.791,4.184,18.863,2.783,2,0.88,5
71.563,0.772,3.478,22.157,2.416,2,0.87,3
75.375,0.746,-0.136,20.595,2.496,2,0.859,3
75.813,0.733,1.94,19.935,2.969,2,0.848,4
79.375,0.73,2.966,20.96,2.967,2,0.837,3
79.438,0.734,1.488,19.02,3.406,2,0.826,3
64.438,0.762,-3.187,14.808,3.836,2,0.815,8
49.438,0.798,-2.171,11.595,4.863,2,0.804,8
41.031,0.817,0.0,9.082,4.516,2,0.793,8
40.906,0.836,1.127,7.466,4.168,2,0.783,8
43.156,0.865,1.022,7.133,3.955,2,0.772,8
51.344,0.843,1.299,6.953,3.928,2,0.761,8
56.75,0.78,1.37,7.37,3.953,2,0.75,8
65.5,0.722,2.225,8.225,3.93,2,0.739,8
74.813,0.661,3.038,9.266,3.586,2,0.728,8
92.188,0.613,4.283,10.511,3.299,2,0.717,6
104.063,0.59,4.306,12.247,3.088,2,0.707,6
103.563,0.58,3.915,12.54,3.211,2,0.696,6
99.188,0.573,3.866,13.175,3.232,2,0.685,6
90.375,0.595,6.423,13.792,2.979,2,0.663,6
82.063,0.625,6.823,12.367,3.094,2,0.652,6
79.375,0.677,5.522,10.493,3.104,2,0.641,4
76.313,0.739,4.471,10.471,3.254,2,0.63,4
80.063,0.799,4.584,11.041,3.326,2,0.62,4
76.063,0.865,4.273,11.303,3.393,2,0.609,4
65.25,0.923,2.835,9.519,3.52,2,0.598,4
44.719,0.95,0.156,7.413,3.178,2,0.587,6
36.531,0.955,-0.398,7.087,3.221,2,0.576,6
34.656,0.956,0.531,7.672,3.186,2,0.565,6
45.281,0.951,2.584,9.379,3.412,2,0.554,6
50.063,0.951,4.121,9.893,3.484,2,0.543,6
54.719,0.944,6.222,10.965,3.441,2,0.533,6
58.5,0.935,6.938,11.909,3.547,2,0.522,5
59.563,0.93,6.411,10.581,3.459,2,0.511,5
58.281,0.918,3.905,8.302,3.83,2,0.5,5
47.875,0.925,1.999,6.058,4.281,2,0.489,6
44.156,0.937,0.353,6.581,4.652,2,0.478,6
38.875,0.959,-0.667,6.819,4.5,2,0.467,6
39.938,1.004,-1.114,6.827,4.105,2,0.457,6
40.25,1.034,-0.248,6.547,4.094,2,0.446,8
44.219,1.038,1.152,6.123,3.902,2,0.435,8
40.563,1.046,1.634,6.032,4.133,2,0.424,6
37.125,1.056,0.981,5.952,3.83,2,0.413,6
33.594,1.063,-0.388,6.296,4.109,2,0.402,8
43.406,1.086,-0.85,5.489,4.129,2,0.391,6
43.594,1.111,-0.819,4.725,4.742,2,0.38,6
45.563,1.129,0.39,3.419,4.965,2,0.37,6
43.969,1.145,0.772,3.573,4.68,2,0.359,6
47.719,1.157,1.099,3.784,4.727,2,0.348,6
46.125,1.162,1.351,4.264,4.629,2,0.337,6
43.219,1.157,1.633,5.007,5.086,2,0.326,6
38.313,1.135,1.665,5.952,4.77,2,0.315,6
40.0,1.116,0.98,6.979,4.633,2,0.304,6
36.656,1.083,0.147,7.177,3.898,2,0.293,6
39.063,1.041,0.221,7.25,3.896,2,0.283,6
39.063,1.041,0.221,7.25,3.896,2,0.283,6
38.375,1.009,0.654,7.11,3.74,2,0.272,6
41.75,0.974,1.476,7.704,4.211,2,0.261,6
43.844,0.933,2.566,8.566,3.881,2,0.25,6
47.469,0.904,2.843,9.755,3.539,2,0.239,6
48.469,0.877,3.6,10.512,3.221,2,0.228,6
45.875,0.845,4.357,10.585,3.172,2,0.217,6
47.0,0.823,5.742,10.713,3.248,2,0.207,6
50.469,0.805,6.166,10.68,3.141,2,0.196,6
53.844,0.788,5.791,10.078,3.162,2,0.185,6
55.313,0.787,4.743,9.369,3.041,2,0.174,6
60.563,0.795,3.853,8.94,3.074,2,0.163,4
67.75,0.816,2.991,9.558,2.994,2,0.152,4
72.313,0.855,3.365,10.16,3.098,2,0.141,4
73.313,0.905,3.429,9.657,3.234,2,0.13,4
73.375,0.952,2.949,8.037,3.74,2,0.12,4
70.063,1.008,2.203,5.805,4.242,2,0.109,4
70.063,1.008,2.203,5.805,4.242,2,0.109,8
64.313,1.05,1.187,3.988,4.984,2,0.098,6
60.75,1.091,1.124,3.124,5.223,2,0.087,6
55.25,1.167,0.723,3.525,5.152,2,0.076,6
55.156,1.25,0.731,4.445,4.875,2,0.065,6
55.156,1.25,0.731,4.445,4.875,2,0.065,8
52.25,1.299,0.729,5.472,4.863,2,0.054,8
57.844,1.308,0.687,6.686,4.457,2,0.043,6
61.844,1.222,0.809,6.125,4.773,2,0.033,8
70.188,1.048,2.187,7.041,3.217,2,0.022,8
71.938,0.864,4.158,14.152,2.467,2,0.011,5
74.563,0.779,-0.666,32.404,2.168,1,1.0,3
72.688,0.727,0.793,40.027,2.037,1,0.958,3
77.438,0.705,-1.06,42.174,1.941,1,0.917,3
80.813,0.695,-1.309,41.299,1.888,1,0.875,3
82.875,0.672,-2.435,42.571,1.802,1,0.833,3
80.813,0.657,-5.069,38.223,2.248,1,0.792,3
71.75,0.661,-3.162,27.967,3.102,1,0.75,3
64.313,0.689,-1.192,18.282,3.488,1,0.708,3
60.563,0.818,3.299,9.983,3.334,1,0.625,2
65.688,0.886,2.794,9.022,3.25,1,0.583,2
59.125,0.89,2.077,9.446,3.025,1,0.542,2
57.563,0.868,1.903,10.646,2.709,1,0.5,2
54.156,0.821,1.138,11.021,2.934,1,0.458,2
60.719,0.752,3.491,12.573,2.34,1,0.417,2
64.0,0.694,5.213,23.547,1.968,1,0.375,2
68.063,0.675,-1.635,38.745,1.75,1,0.333,2
66.688,0.646,-3.951,40.768,1.666,1,0.292,2
65.125,0.608,-9.25,33.469,2.354,1,0.25,2
61.375,0.563,-1.914,21.104,3.387,1,0.208,2
62.125,0.51,3.503,16.468,3.209,1,0.167,2
67.438,0.495,7.9,19.151,2.902,1,0.125,2
65.313,0.52,7.18,27.683,2.648,1,0.083,2
60.219,0.545,3.448,27.606,2.652,1,0.042,5
46.75,0.577,-1.737,21.854,3.076,2,1.0,7
38.688,0.618,-2.896,11.783,3.871,2,0.969,8
26.547,0.657,-2.215,6.756,4.312,2,0.938,8
21.375,0.713,0.709,3.393,4.363,2,0.906,8
23.234,0.801,-0.468,5.643,4.492,2,0.875,8
29.125,0.905,1.12,6.546,4.891,2,0.844,8
32.938,0.996,1.335,8.821,4.641,2,0.813,8
33.094,1.023,2.804,8.231,4.363,2,0.781,8
27.703,0.995,3.242,8.33,4.0,2,0.75,8
27.672,0.929,2.739,7.71,4.219,2,0.719,8
28.172,0.851,1.696,7.924,4.242,2,0.688,8
32.469,0.799,0.865,8.461,4.391,2,0.656,8
37.656,0.781,2.169,8.28,3.863,2,0.625,6
43.531,0.783,4.538,8.597,3.352,2,0.594,6
51.219,0.793,4.914,8.172,3.195,2,0.563,6
60.719,0.801,3.895,7.726,3.359,2,0.531,6
63.031,0.803,1.46,6.548,3.949,2,0.5,6
65.125,0.814,0.241,5.668,4.078,2,0.469,6
57.625,0.842,-0.878,6.151,4.164,2,0.438,6
60.281,0.895,-0.494,5.962,4.375,2,0.406,6
75.125,0.969,0.257,6.14,4.477,2,0.375,6
97.313,0.995,1.975,6.033,4.738,2,0.344,8
100.375,1.002,1.5,8.412,4.445,2,0.313,8
89.25,1.006,1.408,9.578,4.27,2,0.281,8
72.063,0.988,2.224,10.276,4.246,2,0.25,8
72.625,0.968,3.323,9.323,4.144,2,0.219,8
73.813,0.934,4.188,9.387,4.187,2,0.188,8
78.0,0.887,3.038,9.266,4.144,2,0.156,8
96.813,0.825,2.094,8.55,4.578,2,0.125,8
145.75,0.755,1.651,10.849,2.908,2,0.094,8
207.125,0.707,-0.923,22.896,2.35,2,0.063,3
221.125,0.664,-9.69,39.427,2.043,2,0.031,3
183.375,0.61,-9.88,45.231,1.927,1,1.0,3
124.438,0.558,-7.337,46.692,2.15,1,0.917,3
93.438,0.516,2.671,42.934,2.004,1,0.833,3
81.625,0.492,6.728,44.249,1.641,1,0.75,3
78.813,0.505,2.318,48.464,1.465,1,0.667,3
74.5,0.535,-8.228,52.369,1.513,1,0.583,3
75.563,0.548,-16.331,46.605,1.741,1,0.5,3
69.438,0.556,-18.252,40.175,2.879,1,0.417,3
63.063,0.638,5.584,32.941,2.285,1,0.25,3
67.5,0.696,-1.373,37.75,2.102,1,0.167,7
64.938,0.771,-9.77,34.037,2.199,1,0.083,3
60.281,0.828,-10.539,24.016,3.854,2,1.0,5
48.844,0.84,-3.23,16.706,4.781,2,0.967,5
39.156,0.852,2.505,11.704,4.871,2,0.933,8
31.453,0.872,1.34,12.82,4.742,2,0.9,8
27.031,0.883,0.933,12.641,4.578,2,0.867,8
31.453,0.899,0.99,12.242,4.52,2,0.833,9
37.844,0.895,1.105,12.128,4.727,2,0.8,9
43.313,0.898,0.916,12.512,4.687,2,0.767,9
41.906,0.891,0.793,13.074,4.594,2,0.733,9
35.063,0.878,0.492,13.229,4.867,2,0.7,9
32.531,0.867,-0.022,12.376,4.93,2,0.667,9
30.906,0.85,-1.111,11.17,5.352,2,0.633,9
32.188,0.821,-1.42,9.721,4.961,2,0.6,9
34.281,0.778,-1.263,9.076,5.012,2,0.567,9
40.844,0.724,-0.57,8.284,4.652,2,0.533,9
52.75,0.68,0.108,8.388,3.912,2,0.5,6
68.125,0.62,1.744,8.656,3.065,2,0.467,6
96.063,0.504,4.265,11.75,2.76,2,0.433,6
119.438,0.383,5.89,15.545,2.656,2,0.4,7
131.875,0.339,6.374,19.456,2.926,2,0.367,7
124.563,0.277,5.916,20.939,3.053,2,0.333,7
100.625,0.224,5.712,21.876,3.297,2,0.3,7
83.313,0.194,5.443,22.291,3.348,2,0.267,7
72.563,0.192,3.586,20.095,3.363,2,0.233,7
93.125,0.208,1.204,16.227,3.857,2,0.2,7
117.75,0.237,0.16,12.096,3.961,2,0.167,7
131.875,0.29,1.229,11.223,3.775,2,0.133,5
124.25,0.341,3.054,11.106,3.232,2,0.1,6
106.25,0.401,3.396,10.764,2.981,2,0.067,8
87.875,0.5,3.797,9.68,3.201,2,0.033,3
74.938,0.587,3.314,11.139,3.215,1,1.0,3
67.625,0.633,3.947,13.485,2.94,1,0.929,3
72.313,0.645,4.261,15.173,2.699,1,0.857,2
70.5,0.653,3.445,15.842,2.647,1,0.786,2
70.188,0.649,3.398,14.082,2.91,1,0.714,2
66.25,0.639,3.774,13.657,2.963,1,0.643,2
66.813,0.635,3.915,11.173,2.945,1,0.571,2
66.875,0.617,2.883,10.252,3.205,1,0.5,2
71.438,0.624,2.114,12.681,3.123,1,0.429,2
83.688,0.651,-0.804,26.781,2.606,1,0.357,2
85.0,0.681,-3.342,36.008,2.4,1,0.286,2
85.0,0.681,-3.342,36.008,2.4,1,0.286,2
79.313,0.72,-7.159,36.7,2.258,1,0.214,2
60.906,0.75,-8.424,27.272,3.275,1,0.143,3
47.0,0.757,-4.656,18.133,3.836,1,0.071,8
31.391,0.772,0.388,11.868,4.023,2,1.0,8
26.578,0.81,1.211,10.41,4.207,2,0.929,6
24.75,0.871,0.838,10.148,4.508,2,0.857,6
28.094,0.912,1.891,8.803,5.105,2,0.786,8
34.656,0.925,1.728,8.868,4.844,2,0.714,6
39.969,0.926,0.987,9.267,4.445,2,0.643,7
41.5,0.914,0.251,9.222,4.379,2,0.571,7
33.5,0.898,0.09,8.26,4.668,2,0.5,7
32.625,0.904,2.719,4.947,5.113,2,0.429,7
36.531,0.912,2.443,3.758,4.746,2,0.357,6
43.281,0.907,2.948,3.351,4.379,2,0.286,6
53.813,0.895,1.993,5.478,4.066,2,0.214,8
61.281,0.864,3.033,6.635,3.598,2,0.143,8
69.5,0.837,2.843,8.387,3.268,2,0.071,2
66.563,0.811,3.072,9.184,3.188,1,1.0,2
69.688,0.778,3.549,10.806,3.143,1,0.938,2
74.938,0.757,4.616,12.669,3.092,1,0.875,2
82.188,0.745,4.885,12.937,2.996,1,0.813,2
76.125,0.743,3.581,11.751,3.016,1,0.75,2
69.875,0.746,2.844,9.412,3.055,1,0.688,2
65.438,0.743,2.723,8.606,3.209,1,0.625,2
68.938,0.735,3.213,8.067,3.191,1,0.563,2
70.875,0.733,2.796,8.679,3.332,1,0.5,2
75.375,0.714,2.46,8.917,3.236,1,0.438,2
76.938,0.687,3.565,10.595,2.854,1,0.375,3
82.188,0.686,3.887,20.624,2.342,1,0.313,3
81.688,0.705,-1.003,35.378,2.123,1,0.25,3
49.438,0.752,-8.496,19.434,4.785,1,0.063,8
34.375,0.772,-1.453,12.196,5.039,2,1.0,8
32.0,0.817,0.486,11.281,4.742,2,0.929,8
31.516,0.886,-0.126,11.698,4.469,2,0.857,8
38.531,0.936,-0.711,11.453,4.668,2,0.786,8
50.094,0.959,-0.849,10.175,5.109,2,0.714,8
58.25,0.963,-1.205,9.017,5.641,2,0.643,8
62.125,0.956,-0.291,7.078,5.082,2,0.571,8
59.281,0.923,0.877,5.275,4.617,2,0.5,6
59.5,0.871,2.296,3.612,4.125,2,0.429,6
51.375,0.811,2.231,3.775,4.574,2,0.357,6
46.906,0.752,2.612,4.273,4.285,2,0.286,6
43.938,0.685,3.529,7.36,3.852,2,0.214,6
49.906,0.64,5.685,11.112,3.678,2,0.143,4
53.406,0.601,6.364,14.534,3.35,2,0.071,6
33.906,0.641,1.365,4.739,4.879,1,0.167,8
31.109,0.671,1.659,6.056,4.789,2,1.0,8
33.719,0.695,4.629,8.115,3.891,2,0.983,8
45.875,0.69,5.923,10.777,3.691,2,0.967,8
57.125,0.635,6.613,12.04,3.631,2,0.95,7
66.813,0.566,6.039,13.297,3.742,2,0.933,7
76.938,0.509,6.381,14.322,3.719,2,0.917,7
93.313,0.466,6.061,15.716,3.531,2,0.9,7
110.313,0.405,6.206,16.89,3.371,2,0.867,7
113.875,0.404,5.099,16.239,3.463,2,0.85,7
118.438,0.408,3.692,14.716,3.607,2,0.833,7
115.563,0.424,3.276,13.96,4.16,2,0.817,7
94.75,0.446,2.716,13.739,4.785,2,0.8,7
74.563,0.466,2.02,14.874,5.699,2,0.783,8
54.875,0.479,2.241,16.118,6.309,2,0.767,8
52.281,0.486,3.68,17.218,7.652,2,0.75,9
48.125,0.479,4.463,18.34,7.598,2,0.733,9
49.406,0.462,4.29,18.512,6.941,2,0.717,9
42.688,0.429,3.075,19.239,5.539,2,0.7,9
41.438,0.387,1.846,19.15,5.027,2,0.683,9
37.219,0.348,0.672,19.006,5.144,2,0.667,9
38.656,0.314,0.292,17.824,5.633,2,0.65,9
43.0,0.283,0.828,17.336,6.231,2,0.633,9
42.531,0.257,1.594,17.302,5.898,2,0.617,9
41.188,0.234,1.921,17.512,5.754,2,0.6,9
38.25,0.211,1.498,16.861,5.609,2,0.583,9
39.219,0.184,1.629,15.851,6.711,2,0.567,9
40.938,0.167,2.706,15.214,8.094,2,0.55,9
38.0,0.158,3.576,15.857,6.902,2,0.533,9
37.938,0.148,3.308,16.273,6.742,2,0.517,9
35.156,0.133,3.224,16.99,6.18,2,0.5,9
36.094,0.118,2.679,17.585,6.422,2,0.483,9
37.063,0.106,2.082,19.158,5.484,2,0.467,9
41.0,0.1,1.348,19.453,5.398,2,0.45,9
42.031,0.106,1.723,18.688,5.297,2,0.433,9
43.344,0.123,2.001,18.165,5.426,2,0.417,9
40.906,0.151,1.666,17.719,4.93,2,0.4,9
40.531,0.184,1.033,17.424,4.894,2,0.383,9
39.5,0.227,0.945,16.536,5.047,2,0.367,9
42.281,0.29,0.659,16.138,5.391,2,0.35,9
46.063,0.366,0.74,15.764,5.652,2,0.333,9
47.063,0.446,0.122,15.601,5.508,2,0.317,9
45.719,0.516,0.398,16.106,5.352,2,0.3,9
42.406,0.585,1.393,16.527,4.926,2,0.283,9
41.594,0.643,2.044,16.266,4.875,2,0.267,9
44.531,0.68,1.426,15.42,5.031,2,0.25,9
49.25,0.707,0.181,13.491,6.062,2,0.233,9
59.594,0.735,-0.061,11.536,6.227,2,0.217,9
74.0,0.768,0.243,9.67,5.672,2,0.2,9
127.5,0.802,1.28,8.876,4.406,2,0.183,9
185.25,0.83,3.48,7.995,3.912,2,0.167,9
222.5,0.852,4.614,6.959,3.557,2,0.15,9
74.0,0.768,0.243,9.67,5.672,2,0.2,9
127.5,0.802,1.28,8.876,4.406,2,0.183,7
185.25,0.83,3.48,7.995,3.912,2,0.167,7
222.5,0.852,4.614,6.959,3.557,2,0.15,7
202.625,0.867,4.225,6.225,3.69,2,0.133,7
177.5,0.86,4.381,4.896,3.836,2,0.117,7
174.75,0.844,5.123,3.813,3.852,2,0.1,7
184.125,0.812,6.249,3.565,3.828,2,0.083,7
184.125,0.812,6.249,3.565,3.828,2,0.083,7
178.625,0.758,7.296,5.302,3.494,2,0.067,7
154.75,0.701,7.562,7.965,3.551,2,0.05,7
128.0,0.641,7.388,10.874,3.33,2,0.033,7
110.0,0.59,5.83,12.286,3.416,2,0.017,6
99.688,0.551,4.46,12.63,3.172,1,1.0,3
100.875,0.529,2.024,19.217,2.367,1,0.971,3
94.375,0.52,-4.122,34.884,2.059,1,0.941,3
86.438,0.512,-6.8,48.597,1.814,1,0.912,3
74.563,0.511,-6.868,49.787,1.894,1,0.882,3
63.094,0.521,-2.572,40.316,2.52,1,0.824,3
60.938,0.526,2.082,38.69,2.504,1,0.794,3
62.344,0.535,2.334,38.486,2.443,1,0.765,3
63.938,0.542,3.223,38.574,2.393,1,0.735,3
65.688,0.547,3.429,37.294,2.66,1,0.706,3
67.313,0.551,2.625,34.093,2.795,1,0.676,3
74.688,0.546,2.915,31.412,2.838,1,0.647,3
75.813,0.554,3.902,29.545,2.674,1,0.588,3
70.25,0.567,4.708,28.983,2.395,1,0.559,2
68.625,0.596,3.409,32.479,2.186,1,0.529,2
69.313,0.626,-0.391,33.936,2.137,1,0.5,2
73.813,0.648,-4.575,32.261,2.383,1,0.471,2
70.625,0.676,-4.527,24.888,3.113,1,0.441,2
62.188,0.729,6.794,11.419,3.693,1,0.382,2
68.75,0.763,6.874,10.704,3.854,1,0.353,2
70.563,0.785,7.047,9.848,3.883,1,0.324,2
68.813,0.78,4.635,10.746,4.039,1,0.294,2
63.063,0.758,4.089,10.657,3.918,1,0.265,2
70.0,0.725,4.598,13.908,3.297,1,0.235,2
77.625,0.647,-2.975,36.031,2.361,1,0.176,2
79.125,0.609,-1.253,39.583,2.15,1,0.147,2
78.625,0.584,2.481,38.633,2.104,1,0.118,2
77.938,0.576,6.147,39.556,1.795,1,0.088,2
61.438,0.65,-0.749,53.678,1.524,1,0.029,2
50.313,0.71,-10.074,47.721,1.605,2,1.0,8
31.828,0.765,-21.832,35.162,2.533,2,0.992,8
22.641,0.839,-15.014,19.653,4.492,2,0.984,8
15.867,0.937,-5.427,9.48,4.785,2,0.976,8
14.469,1.058,-1.957,4.838,5.008,2,0.968,8
14.492,1.195,-1.133,3.037,5.02,2,0.96,8
18.297,1.294,0.227,2.8,4.66,2,0.952,9
26.609,1.273,1.905,3.905,4.656,2,0.944,9
36.469,1.223,3.264,5.72,4.516,2,0.935,5
37.0,1.157,3.449,6.707,4.051,2,0.927,8
33.375,1.069,3.075,6.104,3.863,2,0.919,5
28.922,0.994,2.703,5.159,3.945,2,0.911,5
27.438,0.974,1.928,4.957,4.527,2,0.903,8
26.953,0.978,1.977,5.006,4.793,2,0.895,6
30.734,0.991,1.552,5.382,4.738,2,0.887,8
32.219,1.013,1.342,5.055,4.637,2,0.879,6
37.688,1.04,0.681,4.739,4.539,2,0.871,6
35.844,1.044,0.96,3.533,4.832,2,0.863,6
42.156,1.051,1.448,3.337,4.797,2,0.855,6
42.094,1.057,2.736,4.051,4.5,2,0.847,6
49.719,1.06,3.092,5.893,3.83,2,0.839,5
46.219,1.062,3.018,6.503,3.434,2,0.831,5
42.313,1.05,2.245,5.958,3.318,2,0.823,6
36.031,1.028,1.193,5.936,3.393,2,0.815,6
32.594,1.014,0.662,5.978,3.422,2,0.806,6
37.094,1.005,0.377,6.605,3.697,2,0.798,6
40.031,1.027,0.615,6.27,4.035,2,0.79,5
42.5,1.057,0.672,5.871,4.422,2,0.782,5
39.719,1.087,0.648,4.479,4.203,2,0.774,6
38.844,1.109,1.025,2.686,3.908,2,0.766,6
41.719,1.107,0.659,2.32,3.943,2,0.758,6
44.75,1.085,1.165,2.937,4.02,2,0.75,5
46.469,1.07,1.872,5.013,4.156,2,0.742,5
51.0,1.061,3.76,6.445,3.828,2,0.734,5
55.563,1.052,4.296,7.325,3.805,2,0.726,5
58.313,1.034,3.863,7.465,3.584,2,0.718,5
55.344,1.003,2.225,7.541,3.645,2,0.71,5
53.313,0.972,1.64,7.295,3.629,2,0.702,5
49.594,0.954,1.494,7.149,3.727,2,0.694,5
46.719,0.947,1.828,7.254,3.617,2,0.685,5
44.563,0.953,2.241,8.013,3.344,2,0.677,5
49.719,0.964,2.925,8.013,3.19,2,0.669,5
51.469,0.965,3.083,7.708,3.152,2,0.661,5
50.031,0.97,2.609,6.668,3.295,2,0.653,5
